Metadata: Table 1
Sheet	Column	Source	Notes
Storms	Name	US NOAA National Hurricane Centre. US NOAA National Centres for Environmental Information.	U = “unnamed” or “not named”
	Start		
	150 mi		
	50 mi		
	0 mi		
	Max wind		
	Min press		-1 = missing data
	Max cat w/in		
Storms	Parliament	GB / UK War & Colonial Office / Colonial Office / Commonwealth Office / Foreign & Commonwealth Office. GB / UK House of Commons. GB / UK Board of Trade & Plantations / Board of Trade.	Public Meeting counted as first Parliament. Legislative Council counted as one Parliament.
Storms	EM-DAT	Belgium Université catholique de Louvain Centre for Research on the Epidemiology of Disasters 	1 = yes
	EM-DAT Loss		Figures in current currency
	EM-DAT Deaths		
Storms	Loss	Belgium Université catholique de Louvain Centre for Research on the Epidemiology of Disasters. Belize NEMO. World Bank “Advancing Disaster Risk Finance in Belize” 2018 by Ishizawa & Gunasekera et al. US NOAA National Hurricane Centre.	Figures in current currency
	Deaths		
Trade + GDP	Imports	GB / UK War & Colonial Office / Colonial Office / Commonwealth Office / Foreign & Commonwealth Office. GB / UK House of Commons. GB / UK Board of Trade & Plantations / Board of Trade. British Honduras / Belize Government Gazette.	Figures in current currency
	Import units		
	Exports		Figures in current currency
	Export units		
	GDP	World Bank.	Figures in current currency
CPI	US	US Bureau of Labour Statistics.	1967 = 100
	UK	UK Office for National Statistics.	1974 = 100. CPI for 2020 excludes December.
	Belize	Belize Statistical Institute of Belize.	2011 = 100. CPI for 2020 excludes November and December.
FX	S$ to Lsd	GB / UK War & Colonial Office / Colonial Office / Commonwealth Office / Foreign & Commonwealth Office. GB / UK House of Commons. GB / UK Board of Trade & Plantations / Board of Trade.	S$ = Spanish dollar
	G$ to Lsd		G$ = US gold dollar
	USD to GBP	"EU European Central Bank. US Federal Reserve. UK Bank of England. via FXTOP sarl, France."	
	Lsd to BHD	GB / UK War & Colonial Office / Colonial Office / Commonwealth Office / Foreign & Commonwealth Office. GB / UK House of Commons. GB / UK Board of Trade & Plantations / Board of Trade. 	BHD = British Honduras dollar
	USD to BHD		BHD = British Honduras dollar
Population	Censuses	GB / UK War & Colonial Office / Colonial Office / Commonwealth Office / Foreign & Commonwealth Office. GB / UK House of Commons. GB / UK Board of Trade & Plantations / Board of Trade. 	
	Estimates	Author’s estimates from census data prior to 1960. World Bank beginning in 1960.	

Formulas: Table 1
Sheet	Column	Source	Notes
Trade + GDP 2020	Trade	((Imports Lsd + Exports Lsd) * UK CPI) ÷ USD to GBP * USD to BZD or (((Imports BHD + Exports BHD) / Lsd to BHD) * UK CPI) ÷ USD to GBP * USD to BZD	Figures in 2020 currency
	GDP	GDP USD * US CPI * USD to BZD	Figures in 2020 currency
Population	Estimates	(Nearest future census – Nearest past census) ÷ (Year of nearest future census – Year of nearest past census) + Census or estimate of past year	
Storm Deaths	S S 1 to 7	0 for storms of distance > 0 miles. 0.00001 * Population Estimates for all other storms	
	R S 1 to 7	(S S Deaths ÷ Population Estimates) * 1000	Ratio denominator = 1000
Storm Damages	A S 1 to 7	Damage USD * US CPI * USD to BZD for storms with damage data in USD. Damage BZD * Belize CPI for storms with damage data in BZD. (Damage BHD ÷ Lsd to BHD * UK CPI) ÷ USD to GBP * USD to BZD for storms with damage data in BHD.	Figures in 2020 BZD
	S S 1 to 7	0 for storms of distance > 0 miles. 0.001 * Trade 2020 for storms of distance = 0 miles and prior to 1960. 0.001 * GDP 2020 for storms of distance = 0 miles and on or after 1960.	Figures in 2020 BZD
	R S 1 to 7	(S S Damage ÷ Trade 2020) * 100 for storms prior to 1960. (S S Damage ÷ GDP 2020) * 100 for storms on or after 1960.	Ratio denominator = 100

Disasters: Table 1
Start	Type	Deaths	Description	Source for non-storm disasters
1798	Hostile	0	Battle of St. George’s Caye	London Gazette No. 15100. p. 69
1830	Biological	4	Outbreak of yellow fever	"Memorial Inscriptions and Epitaphs : Belize, British Honduras by Usher, J.P."
1854	Biological		Outbreak of cholera (possible)	"Sir J.A. Burdon, Archives v 3, p. 174"
1863	Technological	2	Fire	"The Growth and Development of Belize City by Everitt, J.C."
1866	Hostile	5	Raid on San Pedro by Mr. Marcus Canul or Mr. Ascension Ek	"Sir J.A. Burdon, Archives v 3, p. 30"
1866	Hostile	2	Raid on Qualm Hill by Mr. Marcus Canul or Mr. Ascension Ek	"Sir J.A. Burdon, Archives v 3, p. 29"
1867	Biological	266	Outbreak of cholera	Report by Staff Asst.-Surgeon Kearney in Appendix No. XIV in Army Medical Dept. Report No. X for 1868
1867	Biological	580	Outbreak of cholera	"Sir J.A. Burdon, Archives v 3, p. 299"
1867	Hostile	3	Raid on San Jose by Mr. Marcus Canul or Mr. Ascension Ek	"Sir J.A. Burdon, Archives v 3, p. 29"
1872	Hostile	1	Raid on Water Bank by Mr. Marcus Canul or Mr. Ascension Ek	"Sir J.A. Burdon, Archives v 3, p. 328"
1872	Hostile	2	Raid on Orange Walk by Mr. Marcus Canul or Mr. Ascension Ek	"Sir J.A. Burdon, Archives v 3, p. 41"
1886	Biological	68	Outbreak of yellow fever	"Sir J.A. Burdon, Archives v 3, p. 313"
1886	Biological	3	Outbreak of yellow fever	Report to the Government of British Honduras … by Sir R.W. Boyce p. 2
1905	Biological	8	Outbreak of yellow fever	Report to the Government of British Honduras … by Sir R.W. Boyce p. 5
1914	Hostile	53	WWI	Commonwealth War Graves Commission for 39 from BHTF and 12 from BWIR (whose biographies mentioned provenance); The Lusitania Resource for 2 perished in RMS Lusitania
1918	Biological	1014	Outbreak of Spanish flu	Report on recent epidemic of influenza in the town of Belize by Sgd. Thomas Gann 1919; Report on the influenza epidemic in the Districts by Thomas Gann 1919
1918	Technological	1	Fire	"Honduras Governor Killed, article in The Washington Post, 13 Sep 1918"
1921	Biological	4	Outbreak of yellow fever	"Public Health Reports, 26 Aug 1921, p 2084"
1931	Natural	2500	Landfall of unnamed 1931 hurricane	
1939	Hostile	10	WWII	"Commonwealth War Graves Commission for 4 from RAF, 6 from NCF, whose biographies mentioned provenance"
1955	Natural	16	Close passage of Hurricane Janet	
1961	Natural	307	Landfall of Hurricane Hattie	
1974	Natural	1	Close passage of Hurricane Carmen	
1978	Natural	4	Landfall of Hurricane Greta	
1986	Biological	1753	Outbreak of HIV / AIDS	Belize Ministry of Health; Belize National AIDS Commission
1997	Technological	22	Shipwreck	EM-DAT
1998	Natural	9	Close passage of Hurricane Mitch	
2000	Natural	19	Landfall of Hurricane Keith	
2001	Natural	24	Landfall of Hurricane Iris	
2005	Natural	3	Close passage of Hurricane Gamma	
2008	Natural	5	Landfall of Hurricane Arthur	
2009	Biological	1	Outbreak of swine flu	"Shahera Bodden, 29, is Belize’s 1st confirmed death from swine flu, article in Amandala, 17 Jan 2014, online"
2010	Natural	1	Landfall of Hurricane Richard	
2019	Biological	277	Outbreak of COVID-19	Belize Ministry of Health

Storms: Table 1
Name	Start	Parliament	150 mi	50 mi	0 mi	EM-DAT	EM-DAT Loss	EM-DAT Loss unit	EM-DAT Deaths	Max wind	Min press	Max cat w/in	Data	Loss	Loss unit	Deaths
U	29 Jun 1851	1	1							80	-1					
U	21 Sep 1852	1	1	1	1					55	-1					
U	16 Aug 1857	3	1							65	-1					
U	7 Sep 1857	3	1	1	1					55	-1					
U	10 Jun 1858	3	1							55	-1					
U	20 Jun 1859	3	1	1						80	990					
U	25 Jul 1860	3	1							75	-1					
U	28 Jul 1861	4	1	1	1					45	-1					
U	26 Aug 1864	4	1	1	1					70	-1	1				
U	13 Aug 1866	5	1	1						90	-1	1				
U	17 Aug 1866	5	1							65	-1					
U	30 Oct 1870	Council	1	1						70	-1	1				
U	16 Sep 1871	Council	1	1	1					45	-1					
U	25 Sep 1874	Council	1	1						80	980					
U	17 Jul 1876	Council	1	1	1					75	-1	1				
U	19 Aug 1879	Council	1							90	964	1				
U	10 Sep 1879	Council	1	1	1					80	-1					
U	9 Jun 1880	Council	1	1	1					45	-1					
U	4 Aug 1880	Council	1							95	-1	1				
U	5 Oct 1880	Council	1							70	-1					
U	16 Aug 1881	Council	1							70	-1					
U	16 Sep 1883	Council	1							50	-1					
U	20 Jul 1887	Council	1							85	-1	2				
U	2 Aug 1887	Council	1	1	1					55	-1					
U	6 Oct 1887	Council	1	1						65	-1	2				
U	6 Oct 1887	Council	1							50	-1					
U	9 Oct 1887	Council	1							100	-1	3				
U	19 Aug 1888	Council	1							45	-1					
U	8 Oct 1888	Council	1	1						60	-1					
U	12 Sep 1889	Council	1							95	-1	2				
U	14 Sep 1889	Council	1							100	-1	3				
U	15 Oct 1889	Council	1	1	1					50	-1					
U	5 Oct 1891	Council	1							120	951	2				
U	14 Oct 1891	Council	1	1	1					55	-1					
U	23 Oct 1891	Council	1	1						55	-1					
U	23 Sep 1892	Council	1							55	-1					
U	5 Oct 1892	Council	1	1	1					85	-1	2				
U	4 Jul 1893	Council	1	1	1					85	-1	1				
U	4 Sep 1893	Council	1							85	-1					
U	9 Sep 1894	Council	1	1	1					55	-1					
U	25 Sep 1895	Council	1	1	1					55	982					
U	28 Sep 1895	Council	1							50	-1					
U	2 Oct 1895	Council	1							35	-1					
U	2 Sep 1898	Council	1	1	1					75	-1	1				
U	12 Sep 1898	Council	1	1	1					50	-1					
U	20 Sep 1898	Council	1							50	-1					
U	21 Oct 1898	Council	1							40	-1					
U	27 Oct 1898	Council	1							85	-1	2				
U	27 Oct 1898	Council	1	1	1					50	-1					
U	28 Sep 1904	Council	1	1	1					70	-1	1				
U	24 Sep 1905	Council	1							45	-1					
U	8 Oct 1906	Council	1	1	1					105	953	1				
U	6 Aug 1909	Council	1							40	1004					
U	21 Jun 1913	Council	1							65	-1					
U	28 Oct 1913	Council	1							65	1003					
U	27 Aug 1916	Council	1	1	1					70	986					
U	9 Oct 1916	Council	1	1						95	970	2				
U	11 Nov 1916	Council	1							60	1002					
U	6 Jul 1917	Council	1	1	1					45	-1					
U	22 Aug 1918	Council	1	1	1					90	968	1				
U	16 Sep 1920	Council	1	1						85	975					
U	16 Jun 1921	Council	1	1	1					80	980					
U	12 Jun 1922	Council	1	1						45	1006					
U	11 Oct 1922	Council	1							95	-1	2				
U	18 Jun 1924	Council	1	1	1					40	-1					
U	27 Sep 1924	Council	1							55	999					
U	14 Oct 1924	Council	1							145	910	3				
U	3 Oct 1926	Council	1	1	1					35	-1					
U	12 Nov 1926	Council	1							35	-1					
U	16 Oct 1927	Council	1	1						40	-1					
U	1 Sep 1928	Council	1							50	-1					
U	24 Jun 1931	Council	1	1						45	-1					
U	11 Jul 1931	Council	1	1						60	1000					
U	10 Aug 1931	Council	1	1	1					50	-1					
U	6 Sep 1931	Council	1	1	1	1	"7,500,000"	USD	1500	115	-1	4	1	"7,500,000"	USD	2500
U	8 Sep 1931	Council	1	1						85	987					
U	18 Oct 1931	Council	1							40	-1					
U	11 Nov 1931	Council	1	1	1					45	-1					
U	25 Sep 1932	Council	1	1	1					125	943					
U	7 Oct 1932	Council	1	1	1					60	-1					
U	14 Jul 1933	Council	1	1	1					45	-1					
U	10 Sep 1933	Council	1	1						95	960	1				
U	16 Sep 1933	Council	1							140	929	4				
U	4 Jun 1934	Council	1	1	1					85	966	1				
U	30 Aug 1935	Council	1							50	-1					
U	18 Oct 1935	Council	1							75	988					
U	12 Jun 1936	8	1	1						40	996					
U	28 Aug 1936	8	1	1						70	-1					
U	23 Aug 1938	8	1							105	979	3				
U	10 Oct 1938	8	1	1	1					50	996					
U	12 Jun 1939	9	1	1	1					55	-1					
U	18 Sep 1940	9	1	1						45	1004					
U	23 Sep 1941	9	1	1	1					115	-1	1				
U	3 Aug 1942	10	1	1	1					50	-1					
U	15 Sep 1942	10	1	1	1					45	-1					
U	5 Nov 1942	10	1	1	1					95	-1	2				
U	20 Oct 1943	10	1	1	1					40	-1					
U	16 Aug 1944	10	1							105	973	1				
U	20 Jun 1945	11	1							85	-1					
U	29 Aug 1945	11	1	1	1					60	990					
U	2 Oct 1945	11	1	1	1					80	982	1				
U	5 Oct 1946	11	1	1						85	977					
U	9 Aug 1947	11	1							95	977					
U	27 Sep 1949	12	1							95	965					
CHARLIE	12 Aug 1951	12	1							115	68	4				
U	2 Feb 1952	12	1	1						60	-1					
GILDA	24 Sep 1954	13	1	1	1					60	998					
HILDA	12 Sep 1955	13	1							105	952	3				
JANET	21 Sep 1955	13	1	1		1	"5,000,000"	USD	16	150	914	5	1	"5,000,000"	USD	16
FLOSSY	20 Sep 1956	13	1	1	1					80	974					
GERDA	14 Sep 1958	14	1	1	1					50	1001					
ABBY	9 Jul 1960	14	1	1	1					70	995	1	1	"81,000"	BHD	0
ANNA	17 Jul 1961	15	1	1	1					90	976	1				
HATTIE	26 Oct 1961	15	1	1	1	1	"60,000,000"	USD	275	145	914	5	1	"60,000,000"	USD	307
U	3 Jun 1964	15	1							60	992					
U	5 Nov 1964	15	1	1	1					60	997					
DEBBIE	24 Sep 1965	16	1							50	1000					
ABBY	1 Jun 1968	16	1							65	965					
FRANCELIA	29 Aug 1969	17	1	1	1					100	973	3				
LAURIE	17 Oct 1969	17	1							90	973					
ELLA	8 Sep 1970	17	1							110	967					
CHLOE	18 Aug 1971	17	1	1	1					55	1004					
EDITH	5 Sep 1971	17	1	1	1					140	943	1				
U	6 Oct 1971	17	1							25	-1					
LAURA	12 Nov 1971	17	1	1	1					60	994					
AGNES	14 Jun 1972	17	1							75	977					
U	6 Sep 1973	17	1							30	-1					
CARMEN	29 Aug 1974	18	1	1						130	928	4	1			1
FIFI	14 Sep 1974	18	1	1	1	1	"4,000,000"	USD		95	971	2	1	"4,000,000"	USD	0
ORLENE	21 Sep 1974	18	1	1	1					90	-1	2				
U	25 Sep 1975	18	1	1	1					25	-1					
U	27 Oct 1975	18	1	1						25	-1					
U	8 Nov 1975	18	1							30	-1					
FRIEDA	16 Oct 1977	18	1	1	1					50	1005					
GRETA	13 Sep 1978	18	1	1	1	1	"6,000,000"	USD	5	115	947	4	1	"25,000,000"	USD	4
U	12 Oct 1979	19	1	1						30	-1					
HERMINE	20 Sep 1980	19	1	1	1					60	993					
