Estimates: D1—29 / Pre-censal estimates of population or of proxies for population.
ID	NO	TYPE	PERIOD	PUB	TALLY	PLACE	PLACES	FOR	CF	VIA	NOTE	
D1		P	Nov 1642	15 Nov 1642	70	Bacalar	Bacalar	Crew of Diego el Mulatto	xxx	Molina 2 p138		
D25		O	Oct 1670	31 Oct 1670	12	Yucatan	"Cape Gracias a Dios, Darien, Mosquito, Campeachy, Cuba, Hispaniola"	Merchant craft trading exclusively /6	310 CSPC 7		"Oct. 31. Jamaica. 310. Governor Sir Thos. Modyford to Sec. Lord Arlington. ... There are about a dozen vessels that only ply this trade [logwood], and make great profit selling the wood at 25l. to 30l. per ton; they were privateers, but will not leave the trade again. They go to places either inhabited by Indians or void, and trespass not at all upon the Spaniard, ... [Gov. Modyford] Is persuaded above two thirds of the privateers will betake themselves to this [logwood] trade when there is peace with Spain, ... The places they now trade at are Cape Gracia Dios, Darien, Mosquito, and many deserted places in Campeachy, Cuba, and Hispaniola."	
D24		O	Mar 1660—71	4 Mar 1671	32	Yucatan	"Campeachy, Port Royal"	Jamaica merchant craft trading /5	704 IV CSPC 7		"704. IV. Account of ships, &c. that trade for logwood at Campeachy and belong to this harbour of Port Royal, in Jamaica, with names of the captains, ships, and number of tons, men, and guns; amounting to 32 ships, of 1,170 tons, with 424 men and 74 guns. 1671, March 4."	
D26		O	< 6 Jul 1671	6 Jul 1671	40	Yucatan		Craft logging or trading	587 CSPC 7		July 6. Jamaica. 587. Rich. Browne to Joseph Williamson. ... they [old Governor and Sir Thos. Lynch] have agreed to suffer ships to fetch logwood out of the Bay of Campeachy. Is informed there are about 40 ships cutting logwood:	
D4		P	< 28 Sep 1672	28 Sep 1672	900	W Yucatan	Beef Island	Loggers	940 CSPC 7		"Sept. 28. Bristol. 940. Richard Browne to Sir Joseph Williamson. ... It is inestimable the injury the logwood men do the Spaniards, there being at one time, as informed, 900 men cutting wood at Beef Island by Triste, and presumes many more to the eastward at Cape Catoche, Lambeth Bay, and Ballinah;"	
D3		P	Nov 1669—72	5 Nov 1672	200 or 300	W—NE Yucatan	"from Boca Couil to Cape Catoche, thence to Cozumel"	English loggers resident	954 I CSPC 7		"Nov. 5. Jamaica. ... 954. I. Depositions of William and John Coxen, Philip Osborne, John Mitchell, James Smith, and James Risby, all captains of ships, sworn before Sir Thomas Lynch, Governor of Jamaica. They have used the trade of logwood cutting for about 2 1/2 or 3 years on the coast of Yucatan, from Boca Couil to Cape Catoche, and thence to Cozumel, and during that time the English have had and now have huts and people to the number of 100 or 200 there resident;"	
D5		P	Jul 1673	8 Jul 1673	500 or 600	Yucatan		Loggers and privateers	1115 CSPC 7		"July 8. Jamaica. 1115. Lieut.-Governor Sir Thos. Lynch to Dr. Worsley. ... fears it [privateers under Spanish letters, sent out from Havanna, Campeachy] will force the logwood cutters and desperate privateers, which may be 500 or 600, to join the French, against whom it is reported the Spaniards have declared war."	
D2		P	Feb 1666—74	27 Feb 1674	300	Yucatan	Yucatan	English loggers resident winter and summer	1226 III CSPC 7		"Feb. 27. 1226. Petition of Thomas Jarvis, William How, Robert Higgins, Richard Ashall, Edmond Cooke, Matthew Fox, and divers others trading into the Western Plantations to the King in Council. ... 1226. III. Minutes of the Committee for Trade and Plantations. ... Cooke says there have been 300 of his Majesty's subjects inhabiting winter and summer at Yucatan for eight years past, and not any of them within 45 leagues of any Spanish Plantations."	
D6		P	Aug 1675	15 Jul 1699	250	W Yucatan	Trist	Individuals settled	Dampier 2 part 2 p18		"Date = “We [Dampier, Capt. Hudsel] sailed from Port-Royal about the beginning of August, 1675. in Company with Capt. Wren in a small Jamaica Bark, and Capt. Johnson Commander of a Ketch belonging to New-England. / This Voyage is all the way before the Wind, and therefore Ships commonly sail it in 12 or 14 Days; Neither were we longer in our Passage;” /Dampier 2 part 2 p9
Estimate = Our Cargo to purchase Logwood was Rum and Sugar; a very good Commodity for the Logwood-Cutters, who were then about 250 Men, most English, that had settled themselves in several Places hereabouts [Trist] : /Dampier 2 part 2 p18"	
D27		O	Sep—17 Dec 1675	14 Dec 1675	17	Yucatan		New England merchant craft trading	740 CSPC 9		"Dec. 14. 740. Observations on the present state of Jamacia by M. Cranfield, being answers to 21 queries, drawn out of his Majesty's Instructions of 7th March 1675. ... (14.) ... between September and 17 December [1675], 17 New England vessels touched at Port Royal, bound to the Bay of Campeachy for logwood."	
D7		P	Aug 1682	29 Aug 1682	200 to 300	Yucatan	"Campeachy, Honduras"	Loggers	668 CSPC 11		"Aug. 29. Jamaica. 668. Sir Thomas Lynch to Lord of Trade and Plantations. ... I have forbidden our cutting logwood in the Bay of Campeachy and Honduras, ... It is now become a greater drug than fustic, and is almost all carried to Hamburgh, New England, Holland, &c., which injures us and the customs and trade of the nation. I have, therefore, sent to order the men up, and to tell them that I permit no more vessels to go that I can hinder. We have lost abnndance of men, and suppose two or three hundred of them to be now in Yucatan and Nueva Españna."	
		P	Jun 1702	15 Jun 1702	500	W Yucatan		Loggers	"MEXICO,1078,L.42 por 1 ff 172v—174v"	Barke 2012 p110 n374	Sum = 400 Eng + 100 Neg slaves.	
D8		P	Aug 1715	19 Sep 1715	> 200 /5	W Yucatan	Campeche	Loggers gone	Boston News-Letter 596 p2		"Rhode-Island, Septemb. 16. ... Just at the going out of the Post for Boston, arrived here Capt. John Pampillion Commander of the Ship Samuel from Campeche bound to Holland, who informs that there is near Two Hundred Men gone from that Place a Pyrating, and the few that remain are at the point of Starving, Provisions being very scarce and extraordinary dear, and that several Negroes dyed there for want of Provisions, and that all Persons that can get away, carry what they have with them, and desert the Place, there was but one Ship in the Bay when he came away."	
D9		P	Mar 1716	7 May 1716	150	W Yucatan	"Campeche, Treas"	Men Whites and Blacks held by Spanish	Boston News-Letter 629 p2		"Piscataqua, May 4. Capt. John Cowrt[-] arrived here last Night in a Snow from Campeche, six weeks Passage, who informs that nine weeks ago [= 2 Mar 1716] the Spaniards from Tabiscus. had intirely cut off the Western Legoons and Island of Treas, and captivated 150 Men Whites and Blacks, burnt all the Logwood, destroy'd the Craft, took a Pink and Sloop which they carryed away, burnt the Hulks and a Snow; they took Mr. Alexander Todd but he made his escape and is now in the Bay; They took also a Vessel of Marooners that belonged to the Bay and carryed to Campeche Town ..."	
D10		P	10 Dec 1716	10 Dec 1716	> 130	W Yucatan	Triste	Loggers or sailors	484 X CSPC 29		"484. x. Masters of vessels in the Bay of Campeachy to John Cample. Antea Triste Harbour sed nu[n]c del Carmen, Dec. 10, 1716. ... the Spaniards stop't up both Creeks, so that our men could by no means come to our assistance, and so that in 18 sail there were but 80 sailers left, most part of the Bay men who were then at Triste with 7 of the masters of vessels vizt. Thomas Porter, Bay man, who drew all the rest away ran from our aid with above 50 men in canoes, one of the abovesaid 7 masters, after assignation of the capitulations (Nos. vii., viii.), burned his sloop etc."	
D11		P	10 Dec 1716	15 Jul 1726	400 /2	W Yucatan	Trist	Loggers	Lon 26 p15-16		"Our People then took Possession of it [Lagune of Trist] again, but have often been disturbed by the Spaniards, who made Prizes of their Shipping whenever they could overcome them, particularly in the Year 1718, and in 1724, when they took upwards of 20 Sail each time, and drove the People on Shore from their Settlements. /Lon 26 p15
THIS Trade [logwood] employ'd above one hundred Sail of Ships, and near two thousand Seamen, including those that were settle Ashore; so that on a moderate Computation, they could not export less than 12000 Tons of Logwood yearly, ... /Lon 26 p16"	
D12		P	Dec 1716	8 Apr 1717	200 to 300	W Yucatan	Campeche	Loggers not imprisoned 	Boston News-Letter 677 p2		"New York, March 25th. ... Capt Nailor in 32 days from Jamaica touched at the Havana where he was informed that on the last Day of November [1716] five sail of Spanish Vessels, went to the Bay of Campeche ... [they] sent the Flagg of Truce among the English Shipping, which were one or two and Twenty, and finding they could not Muster above 80 Men together (the rest being in the Lagoons) The Spaniards being 600 Men, they also surrendered, ... Between two and three hundred Men that were in the Lagoons have not surrender'd themselves, but are raving about in Perryaugers."	
D13		P	Aug 1722	15 Aug 1722	500	Belize River		Loggers		Lon 1737		
		P	Aug 1722	15 Aug 1722	380	Belize River		Loggers	"MEXICO,1081,L.50 ff 306r—308r"	Barke p121 n414	Sum = 300 Eng + 80 Neg	
D14		P	Jun 1723	15 Jun 1723	> 152 /6	Belize River		Sailors /4	AGI MEX 1017 /3	Sev 1944	"Plus crews of 3 balandras = sloops and 1 brigantina = brigantine.
Via Sev 1944."	
D15		P	Jun 1723	15 Jun 1723	200	Belize River		Loggers	AGI MEX 1017 /3	Sev 1944	Via Sev 1944.	
D16		P	Jun 1723	15 Jun 1723	70	Belize River		Slaves	AGI MEX 1017 /3	Sev 1944	Via Sev 1944.	
D28		O	1 Apr 1729	15 Apr 1729	32 /3	NW—NE Honduras		Works burnt	AGI MEX 3017 /1	Sev 1944	"Sum = 23 Ranchos Poblados, 9 Ranchos despoblados."	
D29		O	1 Apr 1729	15 Apr 1729	62 /2	NW—NE Honduras		Craft seized	AGI MEX 3017 /1	Sev 1944	"Sum = 29 Bongos, 6 Piraguas, 3 Botes, 2 Lanchones, 7 Valandras, 8 Doris."	
D17		P	Aug 1735	15 Aug 1735	200	Honduras		Loggers	210 JBTP 7 1930			
D31		P	23 Feb 1743	15 Feb 1743	400	Belize River		White Baymen	CO 137/57	Burdon I p70		
D18		P	Jun 1745	15 Jun 1745	170	Honduras		Inhabitants	CO 137/48 /1	Bolland xxx		
		P	Aug 1754	15 Aug 1754	500	Honduras		Whites and slaves	CO 137/60	Burdon I p80		
D19		P	Sep 1754	28 Dec 1754	> 500	Honduras	Bay of Honduras	Baymen	London Evening Post 4234 p1		"PLANTATION NEWS. ... Kingston in Jamaica, Oct. 2. A Vessel arrived Yesterday from the Musqueto Shore brings certain Advice, that the Baymen had deserted the Bay of Honduras, and, to the Number of 500, were actually arrived on the Musqueto Shore; that there remain in the Bay only ten or eleven very old Negroes, who rather chose to take their Chance than be removed to the Shore."	
D20		P	1757	15 Jul 1757	"1,500"	Honduras		Men		Lon 1757		
		P	26 Feb 1763	15 Feb 1763	300	Honduras		Whites and slaves	"MEXICO,3099 f 1135"	Contreras 68	"Sum = 300 men in 32 logger companies = 86 log works = 27 sloops, schooners, and some sm boats ≥ 1,000 Pilas"	
		O	1765	15 Jul 1765	191	"Old, St. George’s"		Craft logging or trading	xxx	Contreras 68 = Florescano y Gil 1976 Discurso sobre la consitución de las provincias de Yucatán y Campeche p214	Sum = 81 fragatas + 40 bergantinas + 20 balandras + 50 goletas y bongos / capacidad de 10 hasta las 36 toneladas cada una de las embarcaciones /via Contreras 68	
D30		O	Mar 1767	11 May 1767	88	Honduras		Craft logging or trading	New-York Gazette 422 p2		"CHARLES-TOWN, (S. Carolina,) April 13, ... Capt. Dawson, who arrived here last Friday [10 Apr 1767] last from the Bay of Honduras, informs, that he left 70 Sail of English Vessels in that Bay, and 18 more were daily expected from Jamaica; "	
D21		P	Aug 1779	15 Aug 1779	700	Honduras		Men fit for combat	CO 137/75 /2	Burdon I p127	"Inferred from — 2,000 men employed in logwood trade, 100 sail employed in logwood trade, and upwards of 20 sailors seized by Spanish at Campeachy on 10 December 1716 /Lon 1726."	
D22		P	Jun 1787	15 Jul 1788	"1,200"	Honduras		Baymen	Savannah-la-Mar Gazette I 29 p3		"Savanna-la-Mar-Gazette. TUESDAY, JULY 15, 1788. ... The following is a correct statement of the number of people removed from the Musquito-Shore to the Bay of Honduras: Free men, women, and children 535 / Slaves of different sexes 1673 / Which with the old inhabitants of the Bay, numbering about 1200 / Make a total of 3408"	
D23		P	Jul 1787	15 Jul 1788	"2,208"	Honduras		Evacuees from Mosquito Shore	Savannah-la-Mar Gazette I 29 p3		"Savanna-la-Mar-Gazette. TUESDAY, JULY 15, 1788. ... The following is a correct statement of the number of people removed from the Musquito-Shore to the Bay of Honduras: Free men, women, and children 535 / Slaves of different sexes 1673 / Which with the old inhabitants of the Bay, numbering about 1200 / Make a total of 3408"	

Population: G1—383 / Population.
ID	YR	POPULATION	NOTE	CENSUS	SOURCE	UN	INTERCENSAL	UPPER ESTIMATE	LOWER ESTIMATE	UPPER EXTRAPOLATED	LOWER EXTRAPOLATED	FORMULA					
G1	1638	70	Median					50	90								
G2	1639	70	Median							50	90	Con					
G3	1640	70	Median							50	90	Con					
G4	1641	70	Median							50	90	Con					
G5	1642	70	Median							50	90	Con					
G6	1643	70	Median							50	90	Con					
G7	1644	70	Median							50	90	Con					
G8	1645	70	Median							50	90	Con					
G9	1646	70	Median							50	90	Con					
G10	1647	70	Median							50	90	Con					
G11	1648	70	Median							50	90	Con					
G12	1649	70	Median							50	90	Con					
G13	1650	70	Median							50	90	Con					
G14	1651	70	Median							50	90	Con					
G15	1652	70	Median							50	90	Con					
G16	1653	70	Median							50	90	Con					
G17	1654	70	Median							50	90	Con					
G18	1655	70	Median							50	90	Con					
G19	1656	70	Median							50	90	Con					
G20	1657	70	Median							50	90	Con					
G21	1658	70	Median							50	90	Con					
G22	1659	70	Median							50	90	Con					
G23	1660	70	Median							50	90	Con					
G24	1661	70	Median							50	90	Con					
G25	1662	70	Median							50	90	Con					
G26	1663	84	Median							60	108	Growth 1.2					
G27	1664	91	Median							69	114	Inter					
G28	1665	99	Median							77	120	Inter					
G29	1666	106	Median							86	126	Inter					
G30	1667	113	Median							94	132	Inter					
G31	1668	120	Median							103	138	Inter					
G32	1669	128	Median							111	144	Inter					
G33	1670	135	Median					120	150								
G34	1671	270	Median							240	300	Med					
G35	1672	405	Median					360	450								
G36	1673	250	Median					200	300								
G37	1674	181	Median							150	213	Med					
G38	1675	113	Median					100	125								
G39	1676	116	Median							100	133	Inter					
G40	1677	120	Median							100	141	Inter					
G41	1678	124	Median							100	149	Inter					
G42	1679	128	Median							100	156	Inter					
G43	1680	132	Median							100	164	Inter					
G44	1681	136	Median							100	172	Inter					
G45	1682	140	Median					100	180								
G46	1683	146	Median							106	186	Inter					
G47	1684	152	Median							113	192	Inter					
G48	1685	158	Median							119	198	Inter					
G49	1686	165	Median							125	204	Inter					
G50	1687	171	Median							131	211	Inter					
G51	1688	177	Median							138	217	Inter					
G52	1689	183	Median							144	223	Inter					
G53	1690	190	Median							150	229	Inter					
G54	1691	196	Median							156	236	Inter					
G55	1692	202	Median							163	242	Inter					
G56	1693	208	Median							169	248	Inter					
G57	1694	215	Median							175	254	Inter					
G58	1695	221	Median							181	261	Inter					
G59	1696	227	Median							188	267	Inter					
G60	1697	233	Median							194	273	Inter					
G61	1698	240	Median							200	279	Inter					
G62	1699	246	Median							206	286	Inter					
G63	1700	252	Median							213	292	Inter					
G64	1701	258	Median							219	298	Inter					
G65	1702	265	Median							225	304	Inter					
G66	1703	271	Median							231	311	Inter					
G67	1704	277	Median							238	317	Inter					
G68	1705	283	Median							244	323	Inter					
G69	1706	290	Median							250	329	Inter					
G70	1707	296	Median							256	336	Inter					
G71	1708	302	Median							263	342	Inter					
G72	1709	308	Median							269	348	Inter					
G73	1710	315	Median							275	354	Inter					
G74	1711	321	Median							281	361	Inter					
G75	1712	327	Median							288	367	Inter					
G76	1713	333	Median							294	373	Inter					
G77	1714	330	Median					300	360								
G78	1715	360	Median					320	400								
G79	1716	391	Median							349	433	Inter					
G80	1717	422	Median							378	466	Inter					
G81	1718	453	Median							407	499	Inter					
G82	1719	407	Median							366	449	Decay 0.9					
G83	1720	204	Median							183	224	Decay 0.5					
G84	1721	390	Median							353	427	Median					
G85	1722	576	Median					523	630								
G86	1723	864	Median							784	945	Growth 1.5					
G87	1724	"1,037"	Median							941	"1,134"	Growth 1.2					
G88	1725	985	Median							893	"1,077"	Decay 0.95					
G89	1726	"1,035"	Median							938	"1,131"	Growth 1.05					
G90	1727	931	Median							844	"1,018"	Decay 0.9					
G91	1728	838	Median							760	916	Decay 0.9					
G92	1729	419	Median							380	458	Decay 0.5					
G93	1730	503	Median							456	550	Growth 1.2					
G94	1731	30	Median					29	32								
G95	1732	9	Median					8	9								
G96	1733	11	Median					8	14								
G97	1734	106	Median							99	112	Median					
G98	1735	200	Median					190	210								
G99	1736	264	Median							254	274	Inter 1746-50					
G100	1737	347	Median							338	356	Inter 1746-50					
G101	1738	458	Median							451	464	Inter 1746-50					
G102	1739	603	Median							602	604	Inter 1746-50					
G103	1740	796	Median							804	787	Inter 1746-50					
G104	1741	670	Median							675	666	Inter					
G105	1742	545	Median							547	544	Inter					
G106	1743	420	Median							418	422	Inter					
G107	1744	295	Median							290	300	Inter					
G108	1745	170	Median					162	179								
G109	1746	224	Median							216	233	Inter					
G110	1747	278	Median							270	287	Inter					
G111	1748	332	Median							324	341	Inter					
G112	1749	386	Median							378	395	Inter					
G113	1750	440	Median							432	449	Inter					
G114	1751	608	Median					486	729								
G115	1752	28	Median					20	35								
G116	1753	500	Median					450	550								
G117	1754	11	Median					10	11								
G118	1755	319	Median							225	413	Fraction 1753					
G119	1756	478	Median							338	619	Growth 1.5					
G120	1757	574	Median							405	743	Growth 1.2					
G121	1758	191	Median							135	248	Decay 1/3					
G122	1759	76	Median					73	79								
G123	1760	215	Median							212	218	Inter					
G124	1761	353	Median							350	356	Inter					
G125	1762	492	Median							489	495	Inter					
G126	1763	630	Median							627	633	Inter					
G127	1764	769	Median							766	772	Inter					
G128	1765	907	Median							904	911	Inter					
G129	1766	"1,092"	Median							"1,043"	"1,142"	1785					
G130	1767	"1,038"	Median							991	"1,085"	Decay 0.95					
G131	1768	"1,090"	Median							"1,040"	"1,139"	Growth 1.05					
G132	1769	"1,144"	Median							"1,092"	"1,196"	Growth 1.05					
G133	1770	"1,201"	Median							"1,147"	"1,256"	Growth 1.05					
G134	1771	601	Median							573	628	Decay 0.5					
G135	1772	901	Median							860	942	Growth 1.5					
G136	1773	891	Median							850	932	Inter					
G137	1774	881	Median							840	921	Inter					
G138	1775	870	Median							829	911	Inter					
G139	1776	860	Median							819	901	Inter					
G140	1777	850	Median							809	891	Inter					
G141	1778	824	Median							799	850	1782					
G142	1779	15	Median					8	21								
G143	1780	15	Median					8	21								
G144	1781	15	Median					8	21								
G145	1782	824	Median							799	850	Inter 1788-9					
G146	1783	905	Median							873	938	Inter 1788-9					
G147	1784	995	Median							954	"1,035"	Inter 1788-9					
G148	1785	"1,092"	Median							"1,043"	"1,142"	Inter 1788-9					
G149	1786	"1,200"	Median					"1,140"	"1,260"								
G150	1787	"3,408"	Median					"3,348"	"3,468"								
G151	1788	"3,103"	Median							"3,063"	"3,143"	Inter					
G152	1789	"2,798"	Median							"2,778"	"2,818"	Inter					
G153	1790	"2,493"		"2,493"	SIB		"2,493"										
G154	1791	"2,606"					"2,606"										
G155	1792	"2,719"					"2,719"										
G156	1793	"2,831"					"2,831"										
G157	1794	"2,944"					"2,944"										
G158	1795	"3,057"					"3,057"										
G159	1796	"3,170"					"3,170"										
G160	1797	"3,282"					"3,282"										
G161	1798	"3,395"					"3,395"										
G162	1799	"3,508"					"3,508"										
G163	1800	"3,621"					"3,621"										
G164	1801	"3,733"					"3,733"										
G165	1802	"3,846"					"3,846"										
G166	1803	"3,959"					"3,959"										
G167	1804	"3,914"					"3,914"										
G168	1805	"3,869"					"3,869"										
G169	1806	"3,824"		"3,824"	SIB		"3,824"										
G170	1807	"3,841"					"3,841"										
G171	1808	"3,857"					"3,857"										
G172	1809	"3,874"					"3,874"										
G173	1810	"3,891"					"3,891"										
G174	1811	"3,907"					"3,907"										
G175	1812	"3,924"					"3,924"										
G176	1813	"3,941"					"3,941"										
G177	1814	"3,957"					"3,957"										
G178	1815	"3,974"					"3,974"										
G179	1816	"3,990"					"3,990"										
G180	1817	"4,007"					"4,007"										
G181	1818	"4,024"					"4,024"										
G182	1819	"4,040"					"4,040"										
G183	1820	"4,057"					"4,057"										
G184	1821	"4,074"					"4,074"										
G185	1822	"4,090"					"4,090"										
G186	1823	"4,107"		"4,107"	SIB		"4,107"										
G187	1824	"4,622"					"4,622"										
G188	1825	"5,138"					"5,138"										
G189	1826	"5,653"		"5,653"	SIB		"5,653"										
G190	1827	"5,180"					"5,180"										
G191	1828	"4,708"					"4,708"										
G192	1829	"4,235"		"4,235"	SIB		"4,235"										
G193	1830	"4,336"					"4,336"										
G194	1831	"4,436"					"4,436"										
G195	1832	"4,537"		"4,537"	SIB		"4,537"										
G196	1833	"3,872"					"3,872"										
G197	1834	"3,208"					"3,208"										
G198	1835	"2,543"		"2,543"	SIB		"2,543"										
G199	1836	"3,492"					"3,492"										
G200	1837	"4,440"					"4,440"										
G201	1838	"5,389"					"5,389"										
G202	1839	"6,338"					"6,338"										
G203	1840	"7,286"					"7,286"										
G204	1841	"8,235"		"8,235"	SIB		"8,235"										
G205	1842	"8,718"					"8,718"										
G206	1843	"9,201"					"9,201"										
G207	1844	"9,685"					"9,685"										
G208	1845	"10,168"					"10,168"										
G209	1846	"10,651"					"10,651"										
G210	1847	"11,134"					"11,134"										
G211	1848	"11,618"					"11,618"										
G212	1849	"12,101"					"12,101"										
G213	1850	"12,584"					"12,584"										
G214	1851	"13,067"					"13,067"										
G215	1852	"13,550"					"13,550"										
G216	1853	"14,034"					"14,034"										
G217	1854	"14,517"					"14,517"										
G218	1855	"15,000"					"15,000"										
G219	1856	"16,773"					"16,773"										
G220	1857	"18,545"					"18,545"										
G221	1858	"20,318"					"20,318"										
G222	1859	"22,090"					"22,090"										
G223	1860	"23,863"					"23,863"										
G224	1861	"25,635"		"25,635"	SIB		"25,635"										
G225	1862	"25,543"					"25,543"										
G226	1863	"25,450"					"25,450"										
G227	1864	"25,358"					"25,358"										
G228	1865	"25,265"					"25,265"										
G229	1866	"25,173"					"25,173"										
G230	1867	"25,080"					"25,080"										
G231	1868	"24,988"					"24,988"										
G232	1869	"24,895"					"24,895"										
G233	1870	"24,803"					"24,803"										
G234	1871	"24,710"		"24,710"	SIB		"24,710"										
G235	1872	"24,984"					"24,984"										
G236	1873	"25,258"					"25,258"										
G237	1874	"25,533"					"25,533"										
G238	1875	"25,807"					"25,807"										
G239	1876	"26,081"					"26,081"										
G240	1877	"26,355"					"26,355"										
G241	1878	"26,629"					"26,629"										
G242	1879	"26,904"					"26,904"										
G243	1880	"27,178"					"27,178"										
G244	1881	"27,452"		"27,452"	SIB		"27,452"										
G245	1882	"27,854"					"27,854"										
G246	1883	"28,256"					"28,256"										
G247	1884	"28,658"					"28,658"										
G248	1885	"29,060"					"29,060"										
G249	1886	"29,462"					"29,462"										
G250	1887	"29,863"					"29,863"										
G251	1888	"30,265"					"30,265"										
G252	1889	"30,667"					"30,667"										
G253	1890	"31,069"					"31,069"										
G254	1891	"31,471"		"31,471"	SIB		"31,471"										
G255	1892	"32,072"					"32,072"										
G256	1893	"32,673"					"32,673"										
G257	1894	"33,273"					"33,273"										
G258	1895	"33,874"					"33,874"										
G259	1896	"34,475"					"34,475"										
G260	1897	"35,076"					"35,076"										
G261	1898	"35,677"					"35,677"										
G262	1899	"36,277"					"36,277"										
G263	1900	"36,878"					"36,878"										
G264	1901	"37,479"		"37,479"	SIB		"37,479"										
G265	1902	"37,777"					"37,777"										
G266	1903	"38,075"					"38,075"										
G267	1904	"38,373"					"38,373"										
G268	1905	"38,671"					"38,671"										
G269	1906	"38,969"					"38,969"										
G270	1907	"39,266"					"39,266"										
G271	1908	"39,564"					"39,564"										
G272	1909	"39,862"					"39,862"										
G273	1910	"40,160"					"40,160"										
G274	1911	"40,458"		"40,458"	SIB		"40,458"										
G275	1912	"40,944"					"40,944"										
G276	1913	"41,430"					"41,430"										
G277	1914	"41,916"					"41,916"										
G278	1915	"42,402"					"42,402"										
G279	1916	"42,888"					"42,888"										
G280	1917	"43,373"					"43,373"										
G281	1918	"43,859"					"43,859"										
G282	1919	"44,345"					"44,345"										
G283	1920	"44,831"					"44,831"										
G284	1921	"45,317"		"45,317"	SIB		"45,317"										
