ID	NO	PRIM	COLL	TYPE	AID	NAME 0	CITED	START 0	STOP 0	SIZE	UNITS	NAME 1	NAME 2	PLACE 0	PLACE 1	DESC 0	PLACE 2	PLACE 3	START 1	STOP 1	NAME 3	NAME 4	NAME 5	VOL	ISS	VIA	FAID	DESC 1	NOTE	LINK	END	
S 0	0	1	0	P	Bel Met	xnp	15	xxx	xxx	xxx	xxx	xxx	np	np	np	xxx	Ladyville	Belize	xxx	xxx	xnp	xnp	np	np	np	xnp	xnp	xxx	"By Meteorological Service / 1865 = Start of instrumental records by Govt ie Vicar of St John's Church / Jul 1866 = start of instrumental records by Surgeon of Public Hospital, Belize T /v Rushton 92"	xnp	###	
S 2	2	1	0	P	Assy nn	Ass nn	1	1854	1869	6	vols	Votes of Assembly	np	np	np	xnp	Belize	Belize	1858	xxx	xnp	xnp	np	np	np	Burdon 3 364	xnp	xxx	"Titles = *Votes of the first Legislative Assembly of British Honduras, in its five sessions, from 1854 to 1857, inclusive* / Possibly inc *Minutes of British Honduras Public Meeting and House of Assembly, 1853–1855* /v Bolland F 223 no 34 /v Bolland L 98 no 47 / Possibly inc *Votes of the Public Meeting at its Special Sitting in January 1853* [Belize, sn, 1853] /v Bolland F 223 no 56, 227 / Possibly inc *Votes of the Honourable House of Assembly, Sessions 1854–1859* /v Bolland L 97 no 33 /v Bolland F 219 no 12 / Possibly inc *A collection of the acts passed in the twenty-eighth and twenty-ninth years of the reign of Her Majesty Queen Victoria during the fifth session of the fourth General Assembly of British Honduras : 28th & 29th Victoriae, 1865* [Belize, Printed at the Colonist Office, 1865] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/22444185"""	xxx	###	
S 4	4	0	0	P	Sell	xnp	21	np	np	1	vols	Trouble of the World: Slavery and Empire in the Age of Capital	np	np	np	University of North Carolina Press	Chapel Hill	USA	2021	np	Z. Sell	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1224369070	340 pages : illustrations ; 24 cm	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/10.5149/9781469660479_sell.1	###	
S 6	6	0	0	P	Grainger	xnp	11	np	np	1	vols	The British Navy in the Caribbean	np	np	np	Boydell Press	Woodbridge	UK	2021	np	J. D. Grainger	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1224004723	"vii, 271 pages : illustrations, maps ; 25 cm"	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.2307/j.ctv1850j2f	###	
S 8	8	0	0	P	Rogers	xnp	14	np	np	1	vols	"Blood Waters: War, Disease and Race in the Eighteenth-Century British Caribbean"	np	np	np	Boydell Press	Woodbridge	UK	2021	np	N. Rogers	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1252422112	"viii, 229 pages : illustrations"	"= vol 39 ser *Studies in early modern cultural, political and social history*"	https://doi-org.ezp-prod1.hul.harvard.edu/10.2307/j.ctv1q16rrn	###	
S 10	10	0	0	P	Wilson	xnp	13	np	np	1	vols	"Suppressing Piracy in the Early Eighteenth Century: Pirates, Merchants and British Imperial Authority in the Atlantic and Indian Oceans"	np	np	np	Boydell Press	Woodbridge	UK	2021	np	D. Wilson	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1237867246	"xix, 280 pages : illustrations, maps"	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.2307/j.ctv1850j4g	###	
S 12	12	0	0	A	Mongey	xnp	38	np	np	np	np	"Protecting Foreigners: The Refugee Crisis on the Belize–Yucatán Border, 1847–71"	np	np	np	np	np	np	2021	np	V. Mongey	np	Law and History Review	39	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/8947379063	pp 69–95	xnp	https://hollis.harvard.edu/primo-explore/fulldisplay?docid=TN_cdi_webofscience_primary_000629566000003&context=PC&vid=HVD2&search_scope=everything&tab=everything&lang=en_US	###	
S 14	14	0	0	P	Dutt	xnp	146	np	np	1	vols	"Empire on Edge : The British Struggle for Order in Belize during Yucatan's Caste War, 1847—1901"	np	np	np	Cambridge University Press	Cambridge	UK	2020	np	R. Dutt	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1141019593	"xiii, 185 pages : illustrations, maps"	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1017/9781108642309	###	
S 16	16	1	0	A	Schmitt	xnp	600	132	2017	np	np	Caribbean cyclone activity: an annually-resolved Common Era record	np	np	np	np	np	np	2020	np	"D. Schmitt, E. Gischler, F. S. Anselmetti, H. Vogel"	np	Scientific Reports	10	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/8629406538	pp 1–17	= article no 11780	https://doi.org/10.1038/s41598-020-68633-8	###	
S 18	18	0	0	P	Cardona	Cardona Amaya	31	np	np	1	vols	Invasiones de corsarios a la Honduras de Felipe IV (1633-1643)	np	np	np	"Facultad de Cienias Universidad Nacional de Agricultura (UNAG) ; Tegucigalpa, Honduras : Departamento de Historia de la Universidad Nacional Autónoma de Honduras (UNAH) ; Danlí, El Paraíso : Centro Regional UNAH-TEC Daní"	Catacamas	Honduras	2020	np	J. M. Cardona Amaya	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1192967317	119 pages : tables ; 22 cm	xnp	https://halshs.archives-ouvertes.fr/halshs-02540842/document	###	
S 20	20	0	0	A	Bialuschewski G	Bialuschewski 20	7	np	np	np	np	Juan Gallardo: A Native American Buccaneer	np	np	np	np	np	np	2020	np	A. Bialuschewski	np	Hispanic American Historical Review	100	2	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/8576364746	pp 233–256	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00182168-8178200	###	
S 22	22	0	0	A	Bulmer D	Bulmer 20	xxx	np	np	np	np	"Desempeño, estructura y política en la economía de Belice"	np	np	np	np	np	np	2020	np	V. Bulmer-Thomas	np	Anuario de Estudios Centroamericanos	46	np	xnp	https://doi.org/10.15517/aeca.v46i0.43825	pp 1–19	Server down on 28 Jun 2021	https://revistas.ucr.ac.cr/index.php/anuario/article/view/43825	###	
S 24	24	0	0	A	Cervera J	Cervera 20	xxx	np	np	np	np	A BACK AND FORTH JOURNEY. DIALOGUES BETWEEN ALEJANDRO JOSEPH DE GUELLE AND JAMES COOK	np	np	np	np	np	np	2020	np	A. E. Cervera Molina	np	Anuario de Estudios Centroamericanos	46	np	xnp	https://doi.org/10.15517/aeca.v46i0.45040	pp 1–19	xnp	https://doi.org/10.15517/aeca.v46i0.45040	###	
S 26	26	0	0	A	Correa	xnp	xxx	np	np	np	np	Central American membership: Belize among neighbouring countries	np	np	np	np	np	np	2020	np	"C. Correa Angulo, A. Ramírez Romero"	np	Anuario de Estudios Centroamericanos	46	np	xnp	https://doi.org/10.15517/aeca.v46i0.45027	pp 1–16	xnp	https://doi.org/10.15517/aeca.v46i0.45027	###	
S 28	28	0	0	T	Cruz	xnp	110	np	np	np	np	"Surveillance, Settlements and Sanctuary: A Comparative and Relational History of Refugee Policies in Central America, 1979-92"	np	np	np	PhD thesis for University of California	Irvine	USA	2020	np	R. F. de la Cruz	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1163643659 / http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/surveillance-settlements-sanctuary-comparative/docview/2428107149/se-2?accountid=11243	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/surveillance-settlements-sanctuary-comparative/docview/2428107149/se-2?accountid=11311	###	
S 30	30	0	0	A	Fischbeck	xnp	xxx	np	np	np	np	Agricultural Terrace Productivity in the Maya Lowlands of Belize	np	np	np	np	np	np	2001	np	S. L. Fischbeck	np	La Crosse Journal of Undergraduate Research	4	np	xnp	https://digitalcollections.uwlax.edu:443/jsp/RcWebImageViewer.jsp?doc_id=3c1bba49-8c02-45b4-b439-dac96b962476/wlacu000/00000013/00000099&pg_seq=1&search_doc=	pp 105–112	"Further see BA thesis for University of Wisconsin, La Crosse, 2001 Desc = 18 leaves : illustrations ; 28 cm OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/192093940"	http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.580.5403&rep=rep1&type=pdf	###	
S 32	32	0	0	T	Fuggle	xnp	xxx	np	np	np	np	"Disputed Borderlands: Entangled Territories between the Spanish and British Empires in Colonial Central America, 1700-1787"	np	np	np	PhD thesis for University of Essex	Essex	UK	2020	np	B. Fuggle	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1197772747 / https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.806219	xnp	Access restricted on 28 Jun 2021	http://repository.essex.ac.uk/id/eprint/27467	###	
S 34	34	0	0	A	Wainwright	xnp	xxx	np	np	np	np	Colonial Origins of the State in Southern Belize	np	np	np	np	np	np	2020	np	J. Wainwright	np	Anuario de Estudios Centroamericanos	46	np	xnp	https://doi.org/10.15517/aeca.v46i0.45072	pp 1–26	xnp	https://revistas.ucr.ac.cr/index.php/anuario/article/view/45072	###	
S 36	36	0	0	A	Cervera B	Cervera 19	xxx	np	np	np	np	BELIZE AND YUCATAN THROUGH TRAVEL STORIES	np	np	np	np	np	np	2019	np	A. E. Cervera Molina	np	Península	14	2	xnp	http://www.scielo.org.mx/scielo.php?pid=S1870-57662019000200077&script=sci_abstract&tlng=en	pp 77–98	xnp	http://www.revistas.unam.mx/index.php/peninsula/article/view/70001	###	
S 38	38	0	0	A	Dutt L	Dutt 19	xxx	np	np	np	np	"Loyal Subjects at Empire's Edge: Hispanics in the Vision of a Belizean Colonial Nation, 1882–1898"	np	np	np	np	np	np	2019	np	R. Dutt	np	Hispanic American Historical Review	99	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7991633503	pp 31–59	= Dutt cap xxx	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00182168-7287962	###	
S 40	40	0	0	M	Ferguson	xnp	xxx	np	np	1	items	A History of Slavery & Emancipation in Belize	np	np	np	np	np	np	2019	np	"M. Ferguson, P. Pelayo, N. Encalada"	np	np	np	np	xnp	xnp	xnp	xnp	https://ambergriscaye.com/photogallery/art/Slavery-and-Emancipation-in-Bz-by-ISCR-NICH.pdf	###	
S 42	42	0	0	A	Kane	xnp	5	np	np	np	np	Mahogany: New Research on the Wood of Choice in Early Rhode Island Furniture	np	np	np	np	np	np	2019	np	P. E. Kane	np	Yale University Art Gallery Bulletin	xxx	xnp	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/8870763361	pp 69–77	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/26899730	###	
S 44	44	1	0	A	Lachniet	xnp	2	1962	2008	np	np	Oxygen isotope values of precipitation and surface waters in northern Central America (Belize and Guatemala) are dominated by temperature and amount effects	np	np	np	np	np	np	2019	np	"M. S. Lachniet, W. P. Patterson"	np	Earth and Planetary Science Letters	284	3	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/4922647495	pp 435–446	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1016/j.epsl.2009.05.010	###	
S 46	46	1	0	A	Munoz-Jimenez	xnp	xxx	1950	2014	np	np	"Spatial and temporal patterns, trends and teleconnection of cumulative rainfall deficits across Central America"	np	np	np	np	np	np	2019	np	"R. Munoz-Jimenez, J. D. Giraldo-Osorio, A. Brenes-Torres, I. Avendano-Flores, A. Nauditt, H. G. Hidalgo-Leon, C. Birkel"	np	International Journal of Climatology	39	4	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/8026373749	pp 1940–1953	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1002/joc.5925	###	
S 48	48	0	0	A	Oster	xnp	xxx	np	np	np	np	"Speleothem Paleoclimatology for the Caribbean, Central America, and North America"	np	np	np	np	np	np	2019	np	"J. L. Oster, S. F. Warken, N. Sekhon, M. M. Arienzo, M. Lachniet"	np	Quaternary	2	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7986000435	pp 5–xxx	xnp	https://doi.org/10.3390/quat2010005	###	
S 50	50	0	0	A	Watson	xnp	xxx	np	np	np	np	"A Filtered Past: Interpreting Salt Production and Trade Models from Two Remnant Brine-Enrichment Mounds at the Ancient Maya Paynes Creek Salt Works, Belize"	np	np	np	np	np	np	2019	np	"R. Watson, H. McKillop"	np	Journal of Field Archaeology	44	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7975706713	pp 40–51	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1080/00934690.2018.1557993	###	
S 52	52	0	0	P	Grove	xnp	46	np	np	1	vols	El niño in World History	np	np	np	Palgrave Macmillan	London	UK	2018	np	"R. Grove, G. Adamson"	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1015309737	"xvii, 245 p. 16 illus., 7 illus. in color"	= vol xnp series *Palgrave studies in world environmental history*	"file:///Users/angelnavidad/Downloads/(Palgrave%20Studies%20in%20World%20Environmental%20History)%20Richard%20Grove,%20George%20Adamson%20(auth.)%20-%20El%20Niño%20in%20World%20History-Palgrave%20Macmillan%20UK%20(2018).pdf"	###	
S 54	54	0	0	T	Genkins	xnp	29	np	np	np	np	Entangled Empires: Anglo-Spanish Competition in the Seventeenth-Century Caribbean	np	np	np	PhD thesis for Vanderbilt University	Nashville	USA	2018	np	D. Genkins	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1103506045	xnp	xnp	https://ir.vanderbilt.edu/bitstream/handle/1803/13282/Genkins_dissertation_final.pdf?sequence=1	###	
S 56	56	0	0	A	Guevara-Murua	xnp	727	np	np	np	np	300 years of hydrological records and societal responses ot droughts and floods on the Pacific coast of Central America	np	np	np	np	np	np	2018	np	"A. Guevara-Murua, C. A. Williams, E. J. Hendy, P. Imbach"	np	Climate of the Past	14	xnp	xnp	https://doi.org/10.5194/cp-14-175-2018	pp 175–191	xnp	https://doi.org/10.5194/cp-14-175-2018	###	
S 58	58	0	0	A	Rossiter	xnp	23	np	np	np	np	Getting Out of Belize: Britain’s Intractable Military Exit from Central America	np	np	np	np	np	np	2018	np	A. Rossiter	np	Journal of Imperial and Commonwealth History	46	4	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7810628172	pp 784–813	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1080/03086534.2018.1452543	###	
S 60	60	1	0	A	Hoggarth	xnp	54	1500	1900	np	np	Drought and Its Demographic Effects in the Maya Lowlands	np	np	np	np	np	np	2017	np	"J. A. Hoggarth, M. Restall, J. W. Wood, D. J. Kennett"	np	Current Anthropology	58	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6925796254	pp 82–113	xnp	https://doi.org/10.1086/690046	###	
S 62	62	0	0	P	Armstrong-Fumero	xnp	10	np	np	1	vols	"Legacies of Space and Intangible Heritage: Archaeology, Ethnohistory, and the Politics of Cultural Continuity in the Americas"	np	np	np	University Press of Colorado	Boulder	USA	2017	np	"F. Armstrong-Fumero, J. H. Gutierrez"	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/974947527	"ix, 248 pages ; 23 cm"	xnp	https://www-jstor-org.ezp-prod1.hul.harvard.edu/stable/j.ctt1mmfthq	###	
S 64	64	0	0	A	Bialuschewski	xnp	5	np	np	np	np	Slaves of the Buccaneers: Mayas in Captivity in the Second Half of the Seventeenth Century	np	np	np	np	np	np	2017	np	A. Bialuschewski	np	Ethnohistory	64	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6937563010	pp 41–63	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00141801-3688359	###	
S 66	66	0	0	A	Dutt B	Dutt 17	xxx	np	np	np	np	Business As Usual: Maya and Merchants on Yucatán-Belize border at the Onset of the Caste War	np	np	np	np	np	np	2017	np	R. Dutt	np	Americas	74	2	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7023178718	pp 201–226	= Dutt cap 1 /v Dutt 23 fn 1	https://www-cambridge-org.ezp-prod1.hul.harvard.edu/core/services/aop-cambridge-core/content/view/CF045E93489A07D590188BD66D1EAB63/S0003161517000086a.pdf/div-class-title-business-as-usual-span-class-italic-maya-and-merchants-on-yucatan-belize-border-at-the-onset-of-the-caste-war-span-div.pdf	###	
S 68	68	1	0	A	Hidalgo	xnp	2	1970	1999	np	np	Observed (1970–1999) climate variability in Central America using a high-resolution meteorological dataset with implication to climate change studies	np	np	np	np	np	np	2017	np	"H. G. Hidalgo, E. J. Alfaro, B. Quesada-Montano"	np	Climatic Change	141	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6957469628	pp 13–28	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1007/s10584-016-1786-y	###	
S 70	70	0	0	A	Thornton	xnp	25	np	np	np	np	"The Zambos and the Transformation of the Miskitu Kingdom, 1636–1740"	np	np	np	np	np	np	2017	np	J. K. Thornton	np	Hispanic American Historical Review	97	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6990476096	pp 1–28	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00182168-3727364	###	
S 72	72	1	0	A	UK BE	xnp	xxx	xxx	xxx	1	vols	The UK recession in context — what do three centuries of data tell us?	np	np	np	np	np	np	2010	np	"S. Hills, R. Thomas"	np	Bank of England Quarterly Bulletin	50	4	xnp	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_gale_infotracacademiconefile_A249148003	pp 277–291	"For journal, see OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/71364848"	https://www.bankofengland.co.uk/statistics/research-datasets 	###	
S 74	74	1	0	A	Akers	xnp	3	0	1950	np	np	"An extended and higher-resolution record of climate and land use from stalagmite MC01 from Macal Chasm, Belize, revealing connections between major dry events, overall climate variability, and Maya sociopolitical changes"	np	np	np	np	np	np	2016	np	"P. D. Akers, G. A. Brook, L. B. Railsback, F. Liang, G. Iannone, J. W. Webster, P. P. Reeder, H. Cheng, R. L. Edwards"	np	"Palaeogeography, Palaeoclimatology, Palaeoecology"	459	xnp	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6343510990	pp 268–288	Not annually resolved	https://doi-org.ezp-prod1.hul.harvard.edu/10.1016/j.palaeo.2016.07.007	###	
S 76	76	0	0	T	Barke H	Barke 16	43	np	np	np	np	Los poderes y los hombres	np	np	np	PhD thesis for Centro de Investigaciones y Estudios Superiores en Antropología Social	Merida	Mexico	2016	np	G. Vasquez Barke	np	np	np	np	xnp	http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/336	xno	xnp	http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/336	###	
S 78	78	0	0	A	Bulmer	xnp	5	np	np	np	np	The Origins of the Belize Settlement	np	np	np	np	np	np	2016	np	"B. Bulmer-Thomas, V. Bulmer-Thomas"	np	Tempus	4	xnp	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7180426193	pp 137–160	xnp	file:///Users/angelnavidad/Downloads/326161-Texto%20del%20art%3Fculo-119179-1-10-20161119.pdf	###	
S 80	80	0	0	A	Caso	xnp	xxx	np	np	np	np	"De antiguos territorios coloniales a nuevas fronteras republicanas: la Guerra de Castas y los límites del suroeste de México, 1821-1893"	np	np	np	np	np	np	2016	np	"L. Caso Barrera, M. M. Aliphat Fernández"	np	Historia Crítica	59	xnp	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6233070341	pp 81–100	xnp	https://doi.org/10.7440/histcrit59.2016.05	###	
S 82	82	0	0	A	Gabbert	xnp	xxx	np	np	np	np	“God Save the King of the Mosquito Nation!” Indigenous Leaders on the Fringe of the Spanish Empire	np	np	np	np	np	np	2016	np	W. Gabbert	np	Ethnohistory	63	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/945738110	pp 71–93	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00141801-3325406	###	
S 84	84	1	0	A	Pollock	xnp	xxx	0	0	np	np	A mid-Holocene paleoprecipitation record from Belize	np	np	np	np	np	np	2016	np	"A. L. Pollock, P. E. van Beynen, K. L. DeLong, V. Polyak, Y. Asmerom, P. P. Reeder"	np	"Palaeogeography, Palaeoclimatology, Palaeoecology"	463	xnp	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6841375413	pp 103–111	Not annually resolved	https://doi-org.ezp-prod1.hul.harvard.edu/10.1016/j.palaeo.2016.09.021	###	
S 86	86	0	0	A	Reichert	xnp	32	np	np	np	np	"El golfo de Honduras: estrategias geopolíticas y militares de una frontera imperial, siglos XVI-XVIII"	np	np	np	np	np	np	2016	np	R. Reichert	np	Tzintzun	65	xnp	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7881644946	pp 9–40	xnp	http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-719X2017000100009&lang=es	###	
S 88	88	0	0	P	Hanna	xnp	5	np	np	1	vols	"Pirate Nests and the Rise of the British Empire, 1570-1740"	np	np	np	"Published for the Omohundro Institute of Early American History and Culture, Williamsburg, Virginia"	Chapel Hill	USA	2015	np	M. G. Hanna	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/892879332	"xvi, 448 pages : illustrations, maps ; 25 cm"	xnp	https://muse-jhu-edu.ezp-prod1.hul.harvard.edu/book/44065/	###	
S 90	90	0	0	A	Awe	xnp	5	np	np	np	np	The Sword and the Olive Jar: Material Evidence of Seventeenth-Century Maya-European Interaction in Central Belize	np	np	np	np	np	np	2015	np	"J. J. Awe, C. Helmke"	np	Ethnohistory	62	2	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/911136596	pp 333–360	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00141801-2854369	###	
S 92	92	0	0	A	Dapson	xnp	xxx	np	np	np	np	"Brazilwood, sappanwood, brazilin and the red dye brazilein"	np	np	np	np	np	np	2015	np	"R. Dapson, C. Bain"	np	Biotechnic and Histochemistry	90	6	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5857389714	pp 401–423	xnp	http://ezp-prod1.hul.harvard.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=108394375&site=ehost-live&scope=site	###	
S 94	94	1	0	A	Downey	xnp	12	1880	2009	np	np	"Q'eqchi' Maya Swidden Agriculture, Settlement History, and Colonial Enterprise in Modern Belize"	np	np	np	np	np	np	2015	np	S. S. Downey	np	Ethnohistory	62	4	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/932249038	pp 751–779	Oral history data	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00141801-3135338	###	
S 96	96	1	0	T	Mayfield	xnp	4	xxx	xxx	np	np	"The nineteenth-century British plantation settlement at Lamanai, Belize (1837-1868)"	np	np	np	PhD thesis for University of Arizona	Tucson	USA	2015	np	T. D. Mayfield	np	np	np	np	xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/nineteenth-century-british-plantation-settlement/docview/1734464295/se-2?accountid=11243	xnp	xnp	ProQuest: http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/nineteenth-century-british-plantation-settlement/docview/1734464295/se-2?accountid=11311 / UA: https://repository.arizona.edu/handle/10150/581410	###	
S 98	98	0	0	A	Offen M	Offen 15	xxx	np	np	np	np	Mapping Amerindian Captivity in Colonial Mosquitia	np	np	np	np	np	np	2015	np	K. H. Offen	np	Journal of Latin American Geography	14	3	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7979658371	pp 35–65	xnp	https://muse-jhu-edu.ezp-prod1.hul.harvard.edu/article/595150#info_wrap	###	
S 100	100	0	0	A	Pitt	xnp	14	np	np	np	np	Building and Outfitting Ships in Colonial Boston	np	np	np	np	np	np	2015	np	S. J. J. Pitt	np	Early American Studies	13	4	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7973888758	pp 881–907	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/44630808	###	
S 102	102	1	0	A	Ridley	xnp	3587	1550	2006	np	np	Aerosol forcing of the position of the intertropical convergence zone since AD 1550	np	np	np	np	np	np	2015	np	"H. E. Ridley, Y. Asmerom, J. U. L. Baldini, S. F. M. Breitenbach, V. V. Aquino, K. M. Prufer, B. J. Culleton, V. Polyak, F. A. Lechleitner, D. J. Kennett, M. Zhang, N. Marwan, C. G. Macpherson, L. M. Baldini, T. Xiao, J. L. Peterkin, J. Awe, G. H. Haug"	np	Nature Geoscience	8	3	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5735466464	pp 195–200	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1038/ngeo2353	###	
S 104	104	1	0	A	Winter	xnp	4	1700	2000	np	np	Persistent drying in the tropics linked to natural forcing	np	np	np	np	np	np	2015	np	"A. Winter, D. Zanchettin, T. Miller, Y. Kushnir, D. Black, G. Lohmann, A. Burnett, G. H. Haug, J. Estrella-Martínez, S. F. M. Breitenbach, L. Beaufort, A. Rubino, H. Cheng"	np	Nature Communications	6	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5858596687	pp xxx–xxx	xnp	https://doi.org/10.1038/ncomms8627	###	
S 106	106	0	0	A	Restall	xnp	3	np	np	np	np	Crossing to Safety? Frontier Flight in Eighteenth-Century Belize and Yucatan	np	np	np	np	np	np	2014	np	M. Restall	np	Hispanic American Historical Review	94	3	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5628753225	pp 381–419	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00182168-2694300	###	
S 108	108	1	0	T	Rushton	xnp	98	xxx	xxx	np	np	Under the Shade I Flourish	np	np	np	PhD thesis for University of Nottingham	Nottingham	UK	2014	np	E. A. C. Rushton	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1252108667 / https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.635120	xnp	Various data series not extractible	http://eprints.nottingham.ac.uk/27615/1/Hardbound%20Thesis_October2014_Rushton.pdf	###	
S 110	110	0	0	T	Campbell	xnp	7	np	np	np	np	Transformations in the Belize Sugar Industry: From colonial plantations to a vital tourist industry	np	np	np	PhD thesis for University of North Carolina	Greensboro	USA	2013	np	R. M. Campbell	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/875179830	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/transformations-belize-sugar-industry-colonial/docview/1497279019/se-2?accountid=11311	###	
S 112	112	0	0	T	Conover	xnp	2	np	np	np	np	Llave y custodia de esta provincia : el presidio de San Felipe Bacalar ante los asentamientos británicos del sur - oriente de la Península de Yucatán (1779 - 1798)	np	np	np	MA thesis for Universidad Nacional Autónoma de México	Mexico	Mexico	2013	np	C. Conover Blancas	np	np	np	np	xnp	https://ru.dgb.unam.mx/handle/DGB_UNAM/TES01000696603	xnp	xnp	Online: https://ru.dgb.unam.mx/handle/DGB_UNAM/TES01000696603 / Local: file:///Users/angelnavidad/Downloads/0696603.pdf	###	
