ID	NO	PRIM	COLL	TYPE	AID	NAME 0	CITED	START 0	STOP 0	SIZE	UNITS	NAME 1	NAME 2	PLACE 0	PLACE 1	DESC 0	PLACE 2	PLACE 3	START 1	STOP 1	NAME 3	NAME 4	NAME 5	VOL	ISS	VIA	FAID	DESC 1	NOTE	LINK	END	
S 421	421	1	1	M	xxx	xnp	0	1771	1959	9	vols	"Records of the Moravian Missions, 1771-1959 (inclusive)"	Yale University	New Haven	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/702152514 / https://hdl.handle.net/10079/bibid/4169488	np	xnp	xnp	###	
S 423	423	1	1	M	"SANTO_DOMINGO,zzz"	xnp	0	1518	1852	2720	legajos	Audiencia de Santo Domingo	Archivo General de Indias	Seville	Spain	np	np	np	np	np	np	np	np	np	np	xnp	http://pares.mcu.es/ParesBusquedas20/catalogo/description/1859548?nm	np	xnp	xnp	###	
S 425	425	1	1	M	xxx	xnp	0	xxx	xxx	xxx	xxx	Unidad de Archivo Histórico	Archivo General del Estado de Quintana Roo	Chetumal	Mexico	np	np	np	np	np	np	np	np	np	np	xnp	xnp	np	"See Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=1251508 / See Mitzi Jiménez Pérez & Iván Interián Kú, *Inventario del Archivo General del Estado de Quintana Roo* [Mexico, Apoyo al Desarollo de Archivos y Bibliotecas de México : Fundación Alfredo Harp Helú, 2008] OCLC = http://www.worldcat.org/oclc/472510196 ADABI: https://www.adabi.org.mx/vufind/Record/adabi272625"	xnp	###	
S 427	427	1	1	M	AGY P eje zzz	"AGY, Poder Ejecutivo, zzz"	0	1633	1986	3389	feet	Fondo Poder Ejecutivo	Archivo General del Estado de Yucatán	Merida	Mexico	np	np	np	np	np	np	np	np	np	np	xnp	http://www.archivogeneral.yucatan.gob.mx/secciones/guia-del-archivo	np	xnp	xnp	###	
S 429	429	1	1	M	xxx	xnp	0	1534	2005	1640	feet	xnp	Archivo Histórico Arquidiocesano	Guatemala	Guatemala	np	np	np	np	np	np	np	np	np	np	xnp	xnp	np	See Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=50948 / Guide not found	xnp	###	
S 431	431	1	1	M	xxx	xnp	0	1633	1986	246	feet	xnp	Archivo Histórico de la Arquidiócesis de Yucatán	Merida	Mexico	np	np	np	np	np	np	np	np	np	np	xnp	xnp	np	"See Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=54691 / See Héctor A. Cárdenas Angulo & Carlos A. Mendonza Alonzo, *Inventario del Archivo Histórico del Arzobispado de Yucatán, Conkal, Mérida, Arquidiócesis de Yucatán* [Mexico, Apoyo al Desarollo de Archivos y Bibliotecas de México, 2014] Digitised copy: https://www.adabi.org.mx/vufind/Record/adabi272760"	xnp	###	
S 433	433	1	1	M	xxx	xnp	0	1787	1787	4	items	"Documents relating to the exploration of British Honduras, 1787 May - December"	Bancroft Library	Berkeley	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://search.library.berkeley.edu/permalink/01UCS_BER/1thfj9n/alma991003881709706532 / https://oac.cdlib.org/search?idT=UCb100995378	np	See OCLC 37971577	xnp	###	
S 435	435	1	1	M	xxx	xnp	0	1813	1829	1	items	"Thomas Pickstock journal, 1813-1829"	Bancroft Library	Berkeley	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://search.library.berkeley.edu/permalink/01UCS_BER/1thfj9n/alma991047727599706532	np	See OCLC 132681276 / Not found in OAC	xnp	###	
S 437	437	1	1	M	xxx	xnp	0	1288	1952	69	feet	Penrhyn Castle Papers	Bangor University	Bangor	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://archiveshub.jisc.ac.uk/data/gb222-penr / http://calmview.bangor.ac.uk/CalmView/Record.aspx?src=CalmView.Catalog&id=PENRH	np	See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13531830	xnp	###	
S 439	439	1	1	M	xxx	xnp	0	1624	1940	540	items	Penrhyn B.R.A.	Bangor University	Bangor	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://archiveshub.jisc.ac.uk/data/gb222-pbra / http://calmview.bangor.ac.uk/CalmView/Record.aspx?src=CalmView.Catalog&id=PBRA	np	xnp	xnp	###	
S 441	441	1	1	M	xxx	xnp	0	1711	1938	708	items	"Gurney's & Company, Norwich, 1775-1896"	Barclays Group Archives	Manchester	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://archiveshub.jisc.ac.uk/data/gb2044-a03	np	See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13529966 / Could not access online catalogue on 14 Oct 2021 at https://www.archive.barclays.com/about	xnp	###	
S 443	443	1	1	M	xxx	xnp	0	1721	1721	1	items	"Invoices etc., Notebook of Thos. Hyam : paper booklet of 24 folios, incomplete: Items..."	Bedfordshire Archives & Records Service	Bedford	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://discovery.nationalarchives.gov.uk/details/r/633e0b96-8dbe-4626-9e16-b6e457d392af / http://bedsarchivescat.bedford.gov.uk/Details/archive/110390933	np	xnp	xnp	###	
S 445	445	1	1	M	xxx	xnp	0	1545	1923	73	vols	"Papers of the Dawkins family, of Over Norton, Oxfordshire"	Bodleian Library	Oxford	UK	np	np	np	np	np	np	np	np	np	np	xnp	"https://archiveshub.jisc.ac.uk/data/gb161-mss.d.d.dawkinsb.1,c.1-72 / https://archives.bodleian.ox.ac.uk/repositories/2/resources/316"	np	xnp	xnp	###	
S 447	447	1	1	M	xxx	xnp	0	1272	1950	63	boxes	Vanneck Family: Personal and Estate Papers	Cambridge University	Cambridge	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://archiveshub.jisc.ac.uk/data/gb12-ms.vanneck / https://archivesearch.lib.cam.ac.uk/repositories/2/resources/13409	np	xnp	xnp	###	
S 449	449	1	1	M	xxx	xnp	0	1700	1997	1234	feet	Fondos Históricos	Centro de Apoyo a la Investigación Histórica de Yucatán	Merida	Mexico	np	np	np	np	np	np	np	np	np	np	xnp	xnp	np	"See Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=54859 / See Maureen Ransom Carty, *Guía y Joyas de los Archivos de Mérida, Yucatán, México* [Mexico, Apoyo al Desarrollo de Archivos y Bibliotecas de México : Instituto de Cultura de Yucatán, 2005] OCLC = http://www.worldcat.org/oclc/651208310"	xnp	###	
S 451	451	1	1	M	xxx	xnp	0	xxx	xxx	xxx	xxx	xnp	Centro de Investigaciones y Estudios Superiores en Antropología Social	Merida	Mexico	np	np	np	np	np	np	np	np	np	np	xnp	xnp	np	"See Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=54813 / See Maureen Ransom Carty, *Guía y Joyas de los Archivos de Mérida, Yucatán, México* [Mexico, Apoyo al Desarrollo de Archivos y Bibliotecas de México : Instituto de Cultura de Yucatán, 2005] OCLC = http://www.worldcat.org/oclc/651208310"	xnp	###	
S 453	453	1	1	M	xxx	xnp	0	1757	1773	2	vols	Record of trade between New York and the West Indies	Columbia University	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://clio.columbia.edu/catalog/7671298	np	xnp	xnp	###	
S 455	455	1	1	M	xxx	xnp	0	1778	1778	1	items	"Account for repairs done at Honduras to sloop ""Cupid"", (captain Wm. Carlyon), and stores..."	Cornwall Record Office	Redruth	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://kresenkernow.org/SOAP/detail/705e3e93-af54-4a53-b1f0-1cff231ea54d/?tH=%5B%22Cupid%22%2C%22Account%22%2C%22for%22%2C%22repairs%22%2C%22done%22%2C%22at%22%2C%22Honduras%22%2C%22to%22%2C%22sloop%22%5D / https://discovery.nationalarchives.gov.uk/details/r/9d6e7f1b-4243-47e8-8086-07a8b583b0de	np	See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13530781	xnp	###	
S 457	457	1	1	M	xxx	xnp	0	1835	1901	1	items	"Brief memoirs, 1835-1901 (bulk 1835)"	Duke University	Durham	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://find.library.duke.edu/catalog/DUKE001018406 / https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/24349247	np	xnp	xnp	###	
S 459	459	1	1	M	xxx	xnp	0	1822	1822	1	items	Release	East Sussex and Brighton and Hove Record Office	Brighton	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://www.thekeep.info/collections/getrecord/GB179_BAT_3_10_2_1356 / https://discovery.nationalarchives.gov.uk/details/r/66fd7a07-b8eb-4592-903b-2a62b5ed6b63	np	See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13531661	xnp	###	
S 461	461	1	1	M	xxx	xnp	0	1779	1799	1	items	"The operations of His Majesty's squadron in the Bay of Honduras, under the command of the Hon. John Luttrell from the 15th of September to the 24th of October 1779"	Fred W. Smith National Library for the Study of George Washington	Mount Vernon	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/1159433510	np	xnp	https://cdm16829-contentdm-oclc-org.proxygw.wrlc.org/digital/collection/p16829coll42/id/275	###	
S 463	463	1	1	M	xxx	xnp	0	1793	1805	1	feet	George Chalmers American papers	Harvard University	Cambridge	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://hollisarchives.lib.harvard.edu/repositories/24/resources/6745	np	xnp	xnp	###	
S 465	465	1	1	M	xxx	xnp	0	1635	1686	1	feet	George Chalmers papers relating to New England	Harvard University	Cambridge	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://hollisarchives.lib.harvard.edu/repositories/24/resources/6749	np	xnp	xnp	###	
S 467	467	1	1	M	xxx	xnp	0	1806	1806	1	items	"ALS, 1806 May 13 : London [Eng.] to Fra[nci]s Vincent"	Haverford College	Haverford	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://tripod.haverford.edu/permalink/01TRI_INST/14s7maf/alma991015831999704921	np	See OCLC 54951089	xnp	###	
S 469	469	1	1	M	xxx	xnp	0	1738	1829	1	boxes	Vernon Family Records	Henry Francis du Pont Winterthur Museum	Winterthur	USA	np	np	np	np	np	np	np	np	np	np	xnp	http://findingaid.winterthur.org/html/HTML_Finding_Aids/COL0165.htm	np	xnp	xnp	###	
S 471	471	1	1	M	xxx	xnp	0	1822	1833	xxx	items	"Charter parties.   Vessel Hussaren, 260 tons. Bound for Honduras. 1822.   Vessel..."	Herefordshire Archive and Records Centre	Hereford	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://discovery.nationalarchives.gov.uk/details/r/cd5e0274-b2f5-4f19-a5fa-08eb8eb3cc9a	np	See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13530872 / Item not located in holding collection’s online finding aid at https://archive-catalogue.herefordshire.gov.uk/records/C99	xnp	###	
S 473	473	1	1	P	Huntington B zzz	xnp	0	xxx	xxx	xxx	xxx	Broadsides	Huntington Library	San Marino	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	np	= Rare book rather than collection of ephemera ? / See OAC: http://www.oac.cdlib.org/institutions/Huntington+Library::Rare+Book+Collections	xnp	###	
S 475	475	1	1	M	xxx	xnp	0	1774	1778	2	items	"Latin American mss. British Honduras, 1774-1778"	Indiana University	Bloomington	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://archives.iu.edu/catalog/InU-Li-VAD8167	np	xnp	xnp	###	
S 477	477	1	1	M	xxx	xnp	0	xxx	xxx	xxx	xxx	Archives	Institute of Commonwealth Studies	London	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://commonwealth.sas.ac.uk/resources/library	np	xnp	xnp	###	
S 479	479	1	1	M	LC Phillipps zzz	xnp	0	1400	1857	13	feet	Sir Thomas Phillipps collection	Library of Congress	Washington	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://hdl.loc.gov/loc.mss/eadmss.ms014065	np	xnp	https://www.loc.gov/item/mm78076737/	###	
S 481	481	1	1	M	xxx	xnp	9	1640	1825	1383	items	"George Chalmers collection, 1640-1825"	Library of Congress	Washington	USA	np	np	np	np	np	np	np	np	np	np	np	https://lccn.loc.gov/mm77015487 / https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/71062060	np	xnp	xnp	###	
S 483	483	1	1	M	xxx	xnp	0	1	2007	1350	items	Jay I. Kislak Collection	Library of Congress	Washington	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://hdl.loc.gov/loc.gmd/eadgmd.gm020010	np	Eg Kislak MS 194 Link: https://lccn.loc.gov/2007574372 / Inc eg AG: https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/132681785	xnp	###	
S 485	485	1	1	M	xxx	xnp	0	1773	1897	40	feet	"Nicholas Low papers, 1773-1897"	Library of Congress	Washington	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://hdl.loc.gov/loc.mss/eadmss.ms012108	np	xnp	xnp	###	
S 487	487	1	1	M	xxx	xnp	0	1492	1936	30	feet	"John Bigelow papers, 1492-1936"	Library of Congress	Washington	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://hdl.loc.gov/loc.mss/eadmss.ms010293	np	xnp	xnp	###	
S 489	489	1	1	M	xxx	xnp	0	1492	1977	300	feet	"Peter Force papers and collection, 1492-1977"	Library of Congress	Washington	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://hdl.loc.gov/loc.mss/eadmss.ms015011	np	xnp	xnp	###	
S 491	491	1	1	M	xxx	xnp	0	1714	1723	xxx	xxx	"James Ogle, bricklayer, of the island of Jamaica"	Lincolnshire Archives	Lincoln	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://discovery.nationalarchives.gov.uk/details/r/7d401712-f692-43a0-bc32-d6cf73e9b57e	np	Ref 1ANC9/A/4 / Possibly = Anc 9/A/4 ? as in https://discovery.nationalarchives.gov.uk/details/r/N13590941 / See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13533115 / Online catalogue not found at https://www.lincolnshire.gov.uk/history-heritage/lincolnshire-archives	xnp	###	
S 493	493	1	1	M	xxx	xnp	0	1789	1793	1	vols	Annuity of £1000 in lieu of duties on Logwood	London Metropolitan Archives	London	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://search.lma.gov.uk/scripts/mwimain.dll/144/LMA_OPAC/web_detail?SESSIONSEARCH&exp=refd%20LMA/4245/03/001 / https://discovery.nationalarchives.gov.uk/details/r/ff3ecb8f-f3b5-46a0-a67d-1b4edd9a6436	np	See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13532670	xnp	###	
S 495	495	1	1	M	xxx	xnp	0	1787	1790	2	items	"Unbound English Despard, Edward Marcus"	Morgan Library & Museum	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	http://corsair.themorgan.org/vwebv/holdingsInfo?bibId=107963 / http://corsair.themorgan.org/vwebv/holdingsInfo?bibId=108047	np	"Refs MA 22696, MA 22697"	xnp	###	
S 497	497	1	1	M	BT nn/nn	xnp	0	1697	2002	402	series	Records of the Board of Trade and of successor and related bodies	National Archives	Kew	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://discovery.nationalarchives.gov.uk/details/r/C38	np	xnp	xnp	###	
S 499	499	1	1	M	PROB 11/nn	xnp	0	1384	1858	2263	vols	Prerogative Court of Canterbury and related Probate Jurisdictions: Will Registers	National Archives	Kew	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://discovery.nationalarchives.gov.uk/details/r/C12122	np	xnp	xnp	###	
S 501	501	1	1	M	PROB 20/nn	xnp	0	1623	1838	2993	items	Supplementary Wills Series I	National Archives	Kew	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://discovery.nationalarchives.gov.uk/details/r/C12131	np	xnp	xnp	###	
S 503	503	1	1	M	T 1/nn	xnp	0	1557	1946	12627	vols	Treasury: Treasury Board Papers and In-Letters	National Archives	Kew	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://discovery.nationalarchives.gov.uk/details/r/C13738	np	xnp	xnp	###	
S 505	505	1	1	M	WO nn/nn	xnp	0	1568	2007	417	series	"Records created or inherited by the War Office, Armed Forces, Judge Advocate General, and related bodies"	National Archives	Kew	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://discovery.nationalarchives.gov.uk/details/r/C259	np	xnp	xnp	###	
S 507	507	1	1	M	Liston MS nn	xnp	0	1756	1832	213	vols	"Papers of Sir Robert Liston, diplomatist"	National Library of Scotland	Edinburgh	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://manuscripts.nls.uk/repositories/2/resources/13381 / https://catalogue.nrscotland.gov.uk/scancatalogue/details.aspx?reference=GB233/MS.5510-5721&st=1&tc=y&tl=n&tn=y&tp=y&k=liston&ko=o&r=&ro=s&	np	xnp	xnp	###	
S 509	509	1	1	M	xxx	xnp	0	1851	1900	74	vols	"Surviving incoming correspondence of the Colonial, Continental and Jewish Mission Committees of the Free Church of Scotland"	National Library of Scotland	Edinburgh	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://manuscripts.nls.uk/repositories/2/resources/18969	np	xnp	xnp	###	
S 511	511	1	1	M	xxx	xnp	0	1746	1888	35	vols	"Solomon Townsend Papers, 1768-1811"	New-York Historical Society	New York	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/475901033	np	xnp	xnp	###	
S 513	513	1	1	M	xxx	xnp	0	1605	1801	xxx	xxx	RECORDS RE.PROPERTIES IN ADDERBURY AND JAMAICA	Oxfordshire History Centre	Oxford	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://archiveshub.jisc.ac.uk/data/gb160-e241/e241/1 / https://apps2.oxfordshire.gov.uk/srvheritage/calmTree/selectNode?calmRef=E241.0001&expPath=E241&offset=5&selectedNode=E241.0001	np	See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13532939	xnp	###	
S 515	515	1	1	M	xxx	xnp	0	1823	1823	1	items	Letter from Mrs M. Angas of Newcastle to the Lord Mayor [of London] on behalf of Thomas...	Plymouth Archives	Plymouth	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://discovery.nationalarchives.gov.uk/details/r/66e58a17-2ddb-433a-9a3a-02c65135fb5e / https://web.plymouth.gov.uk/archivescatalogue/archivescatalogue?record=0&criteria=Letter%20from%20Mrs%20M.%20Angas%20of%20Newcastle%20to%20the%20Lord%20Mayor	np	See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13532656	xnp	###	
S 517	517	1	1	M	xxx	xnp	0	1742	1762	2	feet	John Banister Account Books	Rhode Island Historical Society	Providence	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://www.rihs.org/mssinv/Mss919.htm	np	xnp	xnp	###	
S 519	519	1	1	M	xxx	xnp	0	1756	1798	1	feet	James Card Family Papers	Rhode Island Historical Society	Providence	USA	np	np	np	np	np	np	np	np	np	np	Anderson M 203 fn 3	https://www.rihs.org/mssinv/MSS1140.htm	np	xnp	xnp	###	
S 521	521	1	1	M	xxx	xnp	0	1829	1831	xxx	xxx	QUESTIONNAIRES RCP	Royal College of Physicians	London	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://discovery.nationalarchives.gov.uk/details/r/d697b909-2bb7-4e7b-a9a6-ea1b6c95ac75 / http://rcp.adlibhosting.com/Details/archive/110002280	np	See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13531157	xnp	###	
S 523	523	1	1	M	xxx	xnp	0	1697	1839	5	series	"Papers of Graffin Prankard, Bristol Merchant"	Somerset Heritage Centre	Taunton	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://somerset-cat.swheritage.org.uk/records/DD/DN/7 / https://discovery.nationalarchives.gov.uk/details/r/N13564148	np	Ref DD/DN/7	xnp	###	
S 525	525	1	1	M	xxx	xnp	0	1790	1790	1	items	"Lord Thurlow to [Granville, 1st Marquis of Stafford]   Part of letter. 1st part missing...."	Staffordshire Record Office	Stafford	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://discovery.nationalarchives.gov.uk/details/r/7920abf7-c638-4662-9956-0ec97c8b2d59 / http://www.archives.staffordshire.gov.uk/CalmView/Record.aspx?src=CalmView.Catalog&id=K1%2f15%2f1%2f1%2f11%2f3&pos=1	np	See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13529956	xnp	###	
S 527	527	1	1	M	xxx	xnp	0	1767	1767	1	items	"Informations: William Williams and John Arnold accused of stealing a quantity of logwood from a wharf at the Old Barge House, Christchurch, belonging to Charles Harris"	Surrey History Centre	Woking	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://discovery.nationalarchives.gov.uk/details/r/d4f0c450-ec15-46c8-bb07-2aa24eadd9c8 / https://www.surreyarchives.org.uk/collections/getrecord/SHCOL_QS_16_211_47	np	See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13531418	xnp	###	
S 529	529	1	1	M	xxx	xnp	0	1751	1751	1	items	"Information: Edward Yarmouth accused of stealing logwood and, with Jane McDaniel, of offering it for sale to Benjamin Newman of St Olave, Southwark, dyer"	Surrey History Centre	Woking	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://discovery.nationalarchives.gov.uk/details/r/38f68f22-080c-4fad-a8dc-24a2518cb08c / https://www.surreyarchives.org.uk/collections/getrecord/SHCOL_QS_16_150_55	np	xnp	xnp	###	
S 531	531	1	1	M	xxx	xnp	0	1830	1837	1	vols	Documents used for compiling Sailing Directions	UK Hydrographic Office Archive	Taunton	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://discovery.nationalarchives.gov.uk/details/r/adf606f2-68e3-45d6-bdc1-b3ef2f9558a6	np	xnp	xnp	###	
S 533	533	1	1	M	xxx	xnp	0	1824	1826	1	vols	Triangulation Data Book: number 32	UK Hydrographic Office Archive	Taunton	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://discovery.nationalarchives.gov.uk/details/r/90d6426d-6c8c-4cb9-b735-45b0cbe8a3b6	np	xnp	xnp	###	
S 535	535	1	1	M	xxx	xnp	0	1757	1757	1	vols	Hodgson Narrative	University College London	London	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://archiveshub.jisc.ac.uk/data/gb103-msadd191 / https://archives.ucl.ac.uk/CalmView/Record.aspx?src=CalmView.Catalog&id=MS+ADD+191&pos=1	np	xnp	xnp	###	
S 537	537	1	1	M	xxx	xnp	0	1642	1924	2	items	Papers of the Gordon families of Buthlaw and Cairness	University of Aberdeen	Aberdeen	UK	np	np	np	np	np	np	np	np	np	np	xnp	"https://archiveshub.jisc.ac.uk/data/gb231-ms1160,ms2757,ms3193"	np	"See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13532200 / Constituted of MS 1160: https://calm.abdn.ac.uk/archives/Record.aspx?src=CalmView.Catalog&id=MS%201160, MS 3193: https://calm.abdn.ac.uk/archives/Record.aspx?src=CalmView.Catalog&id=MS%203193"	xnp	###	
S 539	539	1	1	M	xxx	xnp	0	1653	1998	22	boxes	West Indies Collection	University of Bristol	Bristol	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://archiveshub.jisc.ac.uk/data/gb3-dm41 / https://archives.bristol.ac.uk/Record.aspx?src=CalmView.Catalog&id=DM41&pos=1	np	Not in ARCHON	xnp	###	
S 541	541	1	1	M	xxx	xnp	0	1787	1787	4	items	"Documents relating to the exploration of British Honduras, 1787 May - December"	University of California	Berkeley	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://oac.cdlib.org/search?style=oac4;ff=0;institution=UC%20Berkeley::Bancroft%20Library;query=Documents%20relating%20to%20the%20exploration%20of%20British%20Honduras;idT=UCb100995378 / https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/37971577?p=1&q=honduras+OR+logwood	np	xnp	xnp	###	
S 543	543	1	1	M	xxx	xnp	0	1763	1764	1	items	"Diario de navegacion, que desde el puerto de Cartajena de Yndias haze en la Balandra San Juan Nepomuceno el Theniente de Navio ... Antonio de Oyarvide y Heredia ... : DS, 1763-1764"	University of California	Berkeley	USA	np	np	np	np	np	np	np	np	np	np	xnp	"https://oac.cdlib.org/search?query=Diario%20de%20navegacion,%20que%20desde%20el%20puerto%20de%20Cartajena%20de%20Yndias%20haze;style=oac4;ff=0;institution=UC%20Berkeley::Bancroft%20Library;group=Items;institution=UC%20Berkeley::Bancroft%20Library;idT=UCb112322359 / https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/26608979?p=1&q=honduras+OR+logwood"	np	= Microfilm ?	xnp	###	
S 545	545	1	1	M	xxx	xnp	0	1735	1735	1	items	"Informe del Alcalde Mayor de Tegucigalpa ... sobre el estado de los Sambos - Mosquitos y medio de esterminarlos : Guatemala City : ms.,. 1735 Oct. 31"	University of California	Berkeley	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://oac.cdlib.org/search?idT=UCb112348270 / https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/26681673?p=1&q=honduras+OR+logwood	np	= Microfilm ?	xnp	###	
S 547	547	1	1	M	xxx	xnp	0	1813	1829	1	items	"Thomas Pickstock journal, 1813-1829"	University of California	Berkeley	USA	np	np	np	np	np	np	np	np	np	np	xnp	"https://oac.cdlib.org/search?style=oac4;ff=0;institution=UC%20Berkeley::Bancroft%20Library;query=Thomas%20Pickstock%20journal,%201813-1829;group=Items;institution=UC%20Berkeley::Bancroft%20Library;idT=UCb113440534 / https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/132681276?p=1&q=honduras+OR+logwood"	np	= Microfilm ?	xnp	###	
S 549	549	1	1	M	xxx	xnp	0	1803	1803	1	items	"Articles of agreement indented, made, and agreed upon, for manning and fitting out on a voyage to [blank] commander"	University of California	Los Angeles	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://search-library-ucla-edu.proxygw.wrlc.org/permalink/01UCS_LAL/trta7g/alma9990561103606533	np	See OCLC 1123202280	xnp	###	
S 551	551	1	1	M	xxx	xnp	0	1763	1946	8	feet	"Joseph Byrne Lockey Papers, 1763-1946"	University of California	Los Angeles	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://oac.cdlib.org/findaid/ark:/13030/tf1m3nb022/ / https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/17_vorocdliborgoaceadprime2002uclamsslocke127xml?p=1&q=honduras+OR+logwood	np	xnp	xnp	###	
S 553	553	1	1	M	xxx	xnp	0	1630	1979	133	vols	"R.V. Marriner Limited, Business and Personal Archive"	University of Leeds	Leeds	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://archiveshub.jisc.ac.uk/data/gb206-bus/marriner / https://explore.library.leeds.ac.uk/special-collections-explore/6951	np	See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13533122	xnp	###	
